environment,seed,total_reward
Hopper-v5,738491,136.90233
Hopper-v5,204583,54.4331
Hopper-v5,991627,16.492533
Hopper-v5,458720,176.2803
Hopper-v5,174392,40.342785
Hopper-v5,618305,16.609488
Hopper-v5,837154,62.050896
Hopper-v5,265009,43.826168
Hopper-v5,781463,15.484077
Hopper-v5,549128,128.33284
