environment,seed,total_reward
Hopper-v5,738491,8.292805
Hopper-v5,204583,7.469143
Hopper-v5,991627,7.164045
Hopper-v5,458720,7.0472145
Hopper-v5,174392,7.659993
Hopper-v5,618305,7.457704
Hopper-v5,837154,7.0399017
Hopper-v5,265009,7.5515366
Hopper-v5,781463,7.3227463
Hopper-v5,549128,7.778437
