generation,MIN_MEAN-SQUARED-ERROR,AVG_MEAN-SQUARED-ERROR,MAX_MEAN-SQUARED-ERROR
1,0.46709925,1.0489869,1.8609078
2,0.46729183,0.81684005,1.7618904
3,0.46622768,0.698791,1.4596704
4,0.46150762,0.61139977,1.4291524
5,0.48708498,0.5900475,1.3728893
6,0.44863245,0.54648095,1.2415591
7,0.455795,0.5419172,1.2484465
8,0.4523813,0.5298117,1.2358892
9,0.44838378,0.5137401,1.224234
10,0.45940182,0.5112101,1.217813
11,0.44084355,0.495051,1.2714862
12,0.44843572,0.50218713,1.2064888
13,0.42362675,0.4984142,1.1351286
14,0.43264803,0.5112904,1.2152915
15,0.41307086,0.48779157,1.2047746
16,0.44955003,0.52527356,1.2249134
17,0.41868222,0.5006382,1.3771155
18,0.46049756,0.5293519,1.4217685
19,0.43718767,0.49994877,1.0780697
20,0.42080793,0.47164565,1.2101476
21,0.5033287,0.54707885,1.2267357
22,0.42770526,0.4691302,0.99877447
23,0.4184798,0.45502377,1.0272285
24,0.4208367,0.45874316,1.4302491
25,0.42231706,0.46309894,1.2884098
26,0.42306247,0.46549,1.0587237
27,0.42149976,0.46049768,0.9862423
28,0.40939435,0.45129266,1.2430544
29,0.4072148,0.45254833,1.0563141
30,0.41358414,0.45541167,1.1883624
31,0.41392216,0.4635444,1.1312615
32,0.41417888,0.47041184,1.3015797
33,0.4153321,0.46257657,1.0360847
34,0.40233442,0.44145298,1.1619642
35,0.42441824,0.4667312,1.0274105
36,0.41249985,0.44841087,1.158656
37,0.4138544,0.4546207,1.1015036
38,0.42939523,0.46344814,1.2665907
39,0.42573938,0.47038585,0.9986608
40,0.40492982,0.4418654,1.1363213
41,0.40642574,0.44871682,0.97677034
42,0.42473683,0.48245928,1.323959
43,0.41825196,0.46927544,1.2512288
44,0.42009115,0.46690175,1.0299085
45,0.42731133,0.47228995,1.1225268
46,0.40799034,0.45942026,1.1917883
47,0.42341104,0.47818455,1.2646639
48,0.4085219,0.46731746,1.1299574
49,0.43363807,0.49235493,1.0311887
50,0.4054226,0.45594648,1.1805565
51,0.42199373,0.47829133,1.0183637
52,0.4154069,0.4741248,1.1036441
53,0.4084546,0.4631875,1.0815322
54,0.42066917,0.474585,1.2150686
55,0.42000026,0.46770737,1.0049434
56,0.41528937,0.4597191,1.273526
57,0.4185074,0.4686454,1.2544711
58,0.4237112,0.46964946,1.4334655
59,0.43779668,0.47600815,1.4128687
60,0.42679027,0.47328565,1.1005096
61,0.4156884,0.46876293,1.2788936
62,0.41430056,0.45813125,1.1913961
63,0.41238615,0.4594284,1.2459202
64,0.3973738,0.4530312,1.1532472
65,0.4032671,0.45855644,1.350595
66,0.40201452,0.46808016,1.4294808
67,0.3822963,0.45673302,1.4149133
68,0.41122052,0.49144855,1.432429
69,0.41041902,0.49155772,1.4936974
70,0.4925905,0.56087184,1.6020044
71,0.4175757,0.48502046,1.3270842
72,0.45065477,0.51119316,1.199081
73,0.393381,0.46917745,1.4207786
74,0.4006889,0.46953636,1.2526621
75,0.3981068,0.47264448,1.0718251
76,0.40508968,0.4820399,1.353639
77,0.38864875,0.46278125,1.4190457
78,0.4242016,0.4999144,1.1610818
79,0.4723696,0.56458807,1.274508
80,0.4076423,0.49423084,1.2760978
81,0.40916705,0.5096193,1.2873505
82,0.40559655,0.5027259,1.4065156
83,0.3908781,0.48826325,1.4294715
84,0.39656985,0.4923959,1.3353962
85,0.3951151,0.48181763,1.2660283
86,0.40331337,0.49157834,1.7734573
87,0.40264687,0.49153954,1.3837159
88,0.3848438,0.48152727,1.4183167
89,0.41102365,0.4861039,1.1928031
90,0.3938359,0.47684014,1.4122183
91,0.40714213,0.48948586,1.4078013
92,0.38136068,0.46419227,1.1620392
93,0.41153294,0.5009139,1.3584678
94,0.3831756,0.46874508,1.4243716
