generation,MIN_MEAN-SQUARED-ERROR,AVG_MEAN-SQUARED-ERROR,MAX_MEAN-SQUARED-ERROR
1,0.5104054,1.0983822,1.8382018
2,0.5061825,0.8843278,1.4538826
3,0.5061825,0.7626569,1.3471951
4,0.50608754,0.678902,1.3688554
5,0.5042258,0.6277264,1.3686022
6,0.5042258,0.6104831,1.5098395
7,0.4856451,0.6050303,1.3404976
8,0.46487898,0.59801054,1.257316
9,0.46487898,0.59414893,1.2199159
10,0.46487898,0.592737,1.2792542
11,0.46487898,0.5859478,1.152507
12,0.45956925,0.59331214,1.2117261
13,0.45956925,0.58573353,1.4907273
14,0.45956925,0.59464973,1.68555
15,0.45956925,0.5941587,1.3627328
16,0.45956925,0.5981126,1.3110098
17,0.45956925,0.5870213,1.462493
18,0.45956925,0.60012424,1.404785
19,0.45956925,0.6002954,1.4279203
20,0.45541808,0.6113628,1.4281888
21,0.45541808,0.6102777,1.4217751
22,0.45391363,0.6243024,1.3509756
23,0.4512654,0.62613654,1.404785
24,0.4512654,0.63504314,1.4452934
25,0.4512654,0.62172335,1.457441
26,0.4512654,0.6283248,1.4722382
27,0.4512654,0.6132741,1.2981977
28,0.4512654,0.6211682,1.4047847
29,0.45237675,0.6222663,1.562185
30,0.45226303,0.62002265,1.3566424
31,0.44822377,0.60828245,1.3321053
32,0.44289058,0.61967397,1.3292483
33,0.446931,0.624117,1.727415
34,0.446931,0.6315332,1.6882957
35,0.446931,0.6158583,1.4457041
36,0.44289058,0.62183964,1.4890083
37,0.44372723,0.60928035,1.3975915
38,0.44372723,0.60887414,1.2725899
39,0.44191855,0.60757005,1.3975928
40,0.44191855,0.6100413,1.4088273
41,0.43657094,0.60758895,1.3975923
42,0.44191855,0.6125198,1.2331331
43,0.43578717,0.60653335,1.3930947
44,0.43578717,0.6000381,1.4690509
45,0.43578717,0.60134345,1.4085785
46,0.43578717,0.60477835,1.2832472
47,0.43578717,0.59777176,1.4538826
48,0.43578717,0.59233636,1.4728552
49,0.43578717,0.6008548,1.3859403
50,0.43554863,0.59792024,1.3567657
51,0.43554863,0.6050722,1.4440295
52,0.4344301,0.5861067,1.404785
53,0.43554863,0.59166205,1.4166195
54,0.43482703,0.59008795,1.381515
55,0.43482703,0.5888318,1.4253869
56,0.43414822,0.59909433,1.3679397
57,0.43482703,0.5837829,1.4350992
58,0.4286307,0.594371,1.3727229
59,0.4286307,0.5986649,1.4141139
60,0.4286307,0.5968973,1.4061482
61,0.4286307,0.5927947,1.514463
62,0.4279021,0.59930664,1.3193386
63,0.4286307,0.58626145,1.3546094
