generation,MIN_MEAN-SQUARED-ERROR,AVG_MEAN-SQUARED-ERROR,MAX_MEAN-SQUARED-ERROR
1,0.5484424,1.0958464,1.8151456
2,0.54673696,0.88560265,1.4939922
3,0.545567,0.75343305,1.509195
4,0.52884537,0.6707981,1.3385655
5,0.52884537,0.631204,1.391887
6,0.521748,0.62496084,1.31101
7,0.515969,0.6148326,1.3686022
8,0.515969,0.6215776,1.3986722
9,0.515969,0.61845344,1.2663405
10,0.5055187,0.61387104,1.2401581
11,0.5055187,0.60429245,1.2318016
12,0.48604846,0.61254305,1.5172924
13,0.49892497,0.6124002,1.404785
14,0.5055187,0.60768145,1.1826822
15,0.50239074,0.61001545,1.2750822
16,0.4942409,0.60811573,1.3288254
17,0.4942409,0.59507155,1.2395751
18,0.49312538,0.58827066,1.2168964
19,0.49312538,0.58164424,1.2168964
20,0.49312538,0.5754432,1.2168964
21,0.49312538,0.57978904,1.1771538
22,0.4924002,0.58206344,1.1600906
23,0.4924002,0.5734631,1.2168964
24,0.4924002,0.5700126,1.5354903
25,0.4851155,0.57794625,1.3215954
26,0.4851155,0.57069457,1.2448478
27,0.4851155,0.570762,1.2849243
28,0.48261744,0.5682896,1.2435064
29,0.48261744,0.5575912,1.369558
30,0.48261744,0.5564616,1.3172954
31,0.48261744,0.55921006,1.1312531
32,0.48261744,0.55667424,1.2635561
33,0.48261744,0.55652994,1.2618272
34,0.48261744,0.5496745,1.2069244
35,0.48261744,0.54981923,1.2132864
36,0.48261744,0.5512861,1.2384295
37,0.47581878,0.5502024,1.2713028
38,0.4650798,0.54406905,1.2663405
39,0.4650798,0.5494055,1.1849254
40,0.4650798,0.5473474,1.435493
41,0.4650798,0.546354,1.1725647
42,0.4650798,0.5452176,1.2804255
43,0.4650798,0.54233444,1.1988635
44,0.4650798,0.5460855,1.3677942
45,0.4650798,0.5359656,1.171582
46,0.46330997,0.54361916,1.1973422
47,0.46307173,0.54203343,1.2411556
48,0.46277153,0.5295727,1.1843514
49,0.46094817,0.5318892,1.1173171
50,0.46094817,0.52941,1.2053996
51,0.46094817,0.542637,1.2273949
52,0.46094817,0.5358986,1.2132217
53,0.45960012,0.5294945,1.3239318
54,0.45960012,0.53436446,1.2605633
55,0.4576511,0.52540666,1.0918782
56,0.4576511,0.529915,1.4786793
57,0.4576511,0.52745754,1.2484572
58,0.4576511,0.5261584,1.1843792
59,0.44655228,0.53163433,1.2488024
60,0.44655228,0.52815694,1.2427826
61,0.44655228,0.5283497,1.0453153
62,0.44655228,0.5256293,1.0970124
63,0.44655228,0.52469677,1.0180457
64,0.44655228,0.5244911,1.1289448
65,0.44188422,0.5205564,1.402253
66,0.43208453,0.51231503,1.1278844
67,0.43208453,0.51538116,1.1175355
68,0.43208453,0.51213914,1.2023995
69,0.43208453,0.5151337,1.2907519
70,0.43208453,0.51223844,1.0493411
71,0.43208453,0.5079476,1.1843792
72,0.43208453,0.51186454,1.2885073
73,0.43208453,0.5100334,1.219193
74,0.42648774,0.5145264,1.2308085
75,0.42648774,0.51294595,1.2074254
76,0.42648774,0.513848,1.2040211
77,0.42126313,0.5118387,1.219193
78,0.42126313,0.5082654,1.5291064
79,0.42126313,0.5105079,1.0543994
80,0.42126313,0.5058373,1.2255467
81,0.42126313,0.5050293,1.2488024
82,0.42126313,0.50136673,1.3707108
83,0.4169648,0.50648516,1.2763629
84,0.4169648,0.5040354,1.3445042
85,0.4169648,0.5153235,1.2657549
86,0.4169648,0.51459146,1.3221115
87,0.41573277,0.5229114,1.3066576
88,0.41573277,0.5293295,1.402253
89,0.41573277,0.52145797,1.2652081
90,0.41573277,0.5090863,1.2690718
91,0.41573277,0.50855577,1.119778
92,0.41183344,0.51846135,1.3536918
93,0.41101477,0.5207159,1.4395502
94,0.41101477,0.51509726,1.3708067
95,0.41101477,0.5130993,1.413389
96,0.41101477,0.510326,1.3302846
97,0.41101477,0.51840585,1.3825734
98,0.41101477,0.51420534,1.3396702
99,0.4107539,0.509484,1.4422565
100,0.4091459,0.50465053,1.3003669
101,0.41006142,0.5121198,1.3239595
102,0.40810964,0.5081277,1.2567232
103,0.40810964,0.5094272,1.3066576
104,0.40810964,0.5035208,1.2091519
105,0.40810964,0.5042458,1.3166639
106,0.40810964,0.50392324,1.2809699
107,0.40810964,0.5038107,1.4192027
108,0.40810964,0.49569932,1.3228794
109,0.40810964,0.50062776,1.4179869
110,0.40810964,0.4969935,1.2312096
111,0.40810964,0.5018596,1.2312096
112,0.40810964,0.49753967,1.2381765
113,0.40459248,0.49549392,1.2257065
114,0.40459248,0.50215566,1.185977
115,0.40459248,0.5063198,1.3661855
116,0.40459248,0.5085153,1.2880701
117,0.40459248,0.50517195,1.2653774
