generation,MIN_MEAN-SQUARED-ERROR,AVG_MEAN-SQUARED-ERROR,MAX_MEAN-SQUARED-ERROR
1,0.5371253,1.1101525,1.7652992
2,0.5371253,0.8940323,1.6126398
3,0.536458,0.7599832,1.4729025
4,0.536458,0.67321074,1.3975183
5,0.52454525,0.6431657,1.4035963
6,0.52454525,0.62769824,1.4687893
7,0.51570684,0.60718715,1.257316
8,0.51126814,0.60482436,1.3471951
9,0.50137246,0.59215504,1.4210905
10,0.47031355,0.594441,1.31571
11,0.47031355,0.5903812,1.2617593
12,0.47031355,0.58613276,1.3785695
13,0.47031355,0.5791894,1.3240216
14,0.47031355,0.5727665,1.3257766
15,0.47031355,0.568229,1.4164859
16,0.45258287,0.5614919,1.3860689
17,0.45258287,0.56137264,1.351957
18,0.44659173,0.56143343,1.486386
19,0.4366816,0.5605462,1.1463531
20,0.4366816,0.55546135,1.374376
21,0.4366816,0.5605146,1.2276313
22,0.4366816,0.5478783,1.2136238
23,0.43559623,0.5459497,1.2350795
24,0.43312126,0.53273296,1.2136238
25,0.43312126,0.55147845,1.2471422
26,0.43155393,0.54940426,1.3519056
27,0.43155393,0.54996634,1.3910137
28,0.43155393,0.5557715,1.2488024
29,0.4314959,0.5449736,1.3626299
30,0.4228488,0.53884894,1.3862925
31,0.4228488,0.5366539,1.5093473
32,0.4228488,0.5379657,1.2244747
33,0.4228488,0.5482274,1.3682827
34,0.4228488,0.5482546,1.2483726
35,0.4228488,0.5492364,1.3006289
36,0.42215922,0.55420053,1.3983963
37,0.42215922,0.54996,1.2256898
38,0.42215922,0.5433946,1.2534014
39,0.42215922,0.53669643,1.3686178
40,0.42215922,0.53254664,1.4122465
41,0.41890386,0.5383922,1.2851158
42,0.4138682,0.53966135,1.2428495
43,0.4138682,0.5393435,1.2602346
44,0.41230303,0.53813946,1.2136238
45,0.41230303,0.5423668,1.3037839
46,0.41230303,0.54549396,1.3574752
47,0.41230303,0.54276997,1.3692555
48,0.41218403,0.54893064,1.3065455
49,0.41194704,0.54323745,1.3032415
50,0.41218403,0.54183245,1.3264241
51,0.41218403,0.54994506,1.2467023
52,0.41218403,0.55047923,1.2336856
53,0.40919945,0.5570307,1.2351559
54,0.40950873,0.5387743,1.3123807
55,0.40859783,0.5424494,1.322265
56,0.40662977,0.5413222,1.4195749
57,0.40523884,0.54059374,1.3032057
58,0.40662977,0.54878896,1.3774985
59,0.40910882,0.5465823,1.2441677
60,0.40910882,0.5468248,1.2882221
61,0.40750465,0.5459355,1.5759292
62,0.40703866,0.5397371,1.2977786
63,0.4090628,0.54510045,1.2564374
