generation,MIN_MEAN-SQUARED-ERROR,AVG_MEAN-SQUARED-ERROR,MAX_MEAN-SQUARED-ERROR
1,0.5396333,1.1260444,1.7488233
2,0.5396333,0.91690326,1.6321602
3,0.5396333,0.79066473,1.7331507
4,0.5379142,0.7060421,1.3388882
5,0.52189314,0.6495761,1.4777944
6,0.5088762,0.6257971,1.2787228
7,0.5088762,0.61112875,1.3448066
8,0.5088762,0.61000365,1.222779
9,0.5025439,0.611967,1.31101
10,0.5088762,0.6093295,1.3371503
11,0.50512594,0.60767126,1.3686022
12,0.50512594,0.6060593,1.3825119
13,0.50512594,0.59147763,1.3689553
14,0.50106055,0.58063775,1.3371503
15,0.50106055,0.57461405,1.1393586
16,0.4994673,0.5710759,1.1965542
17,0.4994673,0.5731303,1.3138515
18,0.47742793,0.57118255,1.1481792
19,0.47742793,0.57997894,1.3394768
20,0.47742793,0.5809355,1.3686022
21,0.47742793,0.5772833,1.4047592
22,0.47742793,0.5757388,1.31101
23,0.47742793,0.5756431,1.3686022
24,0.47742793,0.5728009,1.31101
25,0.47742793,0.5615846,1.2148169
26,0.47742793,0.55525345,1.31101
27,0.47742793,0.55571973,1.333557
28,0.46696204,0.54844075,1.404785
29,0.46696204,0.55460787,1.4444478
30,0.46696204,0.5508708,1.3293825
31,0.46696204,0.550623,1.3466661
32,0.46696204,0.55574286,1.1661224
33,0.46696204,0.55923986,1.1443343
34,0.46696204,0.56091565,1.1981102
35,0.46696204,0.5550181,1.3595121
36,0.46413022,0.5567345,1.3307403
37,0.46413022,0.5594803,1.2543045
38,0.46413022,0.55866885,1.3936188
39,0.46413022,0.556008,1.3382169
40,0.46413022,0.56182474,1.3522041
41,0.46313438,0.56468487,1.5253217
42,0.4581352,0.5582017,1.3568627
43,0.4581352,0.5492519,1.1625903
44,0.4581352,0.54931206,1.1534208
45,0.4581352,0.56048834,1.2671007
46,0.45693532,0.5541395,1.2564596
47,0.4461584,0.55011,1.3052796
48,0.4461584,0.5414328,1.2446698
49,0.4461584,0.5488083,1.2914417
50,0.4461584,0.5569288,1.3273029
51,0.4461584,0.5542085,1.3138356
52,0.4461584,0.5530728,1.0942225
53,0.4461584,0.5520804,1.2769693
54,0.44486135,0.55452895,1.2031455
55,0.4461584,0.555319,1.5119097
56,0.4461584,0.54920703,1.3000433
57,0.44534978,0.54994816,1.402288
58,0.43559924,0.54579353,1.2752187
59,0.43559924,0.54986787,1.3177397
60,0.43559924,0.5460259,1.404785
61,0.43559924,0.53851664,1.2864792
62,0.43559924,0.5507081,1.2146769
63,0.43559924,0.5569994,1.0917312
64,0.43559924,0.5488607,1.3310068
65,0.43559924,0.54782826,1.2794182
66,0.43559924,0.5442391,1.3118436
67,0.43559924,0.54368556,1.3157469
68,0.43559924,0.53720945,1.0439634
69,0.43559924,0.5397785,1.1179513
70,0.43302265,0.54668313,1.31101
71,0.43302265,0.53761435,1.404785
72,0.43302265,0.5354083,1.2359856
73,0.43302265,0.53993964,1.1893578
74,0.43302265,0.54601026,1.31101
75,0.4284065,0.5430469,1.3136472
76,0.4284065,0.5359022,1.2957605
77,0.4284065,0.54620636,1.149724
78,0.4354682,0.5436467,1.292139
79,0.4354682,0.536143,1.5140625
80,0.4354682,0.5424083,1.3748816
81,0.4354682,0.54314387,1.228563
82,0.4354682,0.53553855,1.2231972
83,0.43390116,0.54054326,1.0834358
84,0.43390116,0.5515447,1.404785
85,0.43390116,0.5422252,1.5134552
86,0.43390116,0.54363567,1.5140625
87,0.43390116,0.5386883,1.1934519
88,0.43390116,0.546804,1.2951951
89,0.43390116,0.53582525,1.0636214
90,0.43390116,0.53444666,1.31101
91,0.43390116,0.53774613,1.4047335
92,0.43390116,0.5412699,1.3143765
93,0.43390116,0.54649854,1.2009734
94,0.43236178,0.5447938,1.2975597
95,0.43132454,0.5474171,1.2602167
96,0.43132454,0.5475717,1.6081083
97,0.43132454,0.5382789,1.395897
98,0.43132454,0.54523003,1.5821875
99,0.43132454,0.543996,1.3092588
100,0.43384644,0.5488349,1.3735373
101,0.43384644,0.53678524,1.1736714
102,0.43384644,0.5391509,1.0309458
103,0.43384644,0.54517144,1.3371537
104,0.43384644,0.55200243,1.2720141
105,0.4248257,0.5554386,1.1928362
106,0.4248257,0.5559968,1.404785
107,0.4248257,0.55105036,1.2031465
108,0.4248257,0.54290015,1.2056412
109,0.4248257,0.5533044,1.2579784
110,0.4248257,0.54991996,1.3455926
111,0.4248257,0.54252034,1.220307
112,0.4248257,0.5477693,1.3202606
113,0.4248257,0.54628146,1.2141817
114,0.4248257,0.5444075,1.3797722
115,0.4248257,0.5456635,1.2462492
116,0.4248257,0.54880613,1.2812421
117,0.4248257,0.5469446,1.2117261
118,0.4248257,0.54492325,1.3929281
119,0.4248257,0.5404592,1.1630776
120,0.4248257,0.5467249,1.3994225
121,0.4248257,0.5545837,1.404785
122,0.4190644,0.55538946,1.257316
123,0.4190644,0.5470864,1.2276225
124,0.42482498,0.54906225,1.2344106
125,0.4147642,0.5581584,1.2002755
126,0.41974527,0.5573118,1.3723897
127,0.41974527,0.5599106,1.31101
128,0.41974527,0.5509772,1.2934935
129,0.41974527,0.55192155,1.3394134
130,0.41942316,0.55581456,1.4980088
131,0.41974527,0.551333,1.1992815
132,0.41974527,0.5555217,1.2331072
133,0.41942316,0.5582815,1.244468
134,0.41304392,0.554997,1.2463369
135,0.41304392,0.55691487,1.2214859
136,0.41304392,0.55744594,1.257316
137,0.41304392,0.548198,1.2467352
138,0.41557354,0.5601857,1.6164539
139,0.41974527,0.5574378,1.3013476
140,0.41974527,0.5531382,1.404785
141,0.41671765,0.5548886,1.239641
142,0.41671765,0.5567863,1.279471
143,0.41671765,0.55204505,1.2331331
144,0.41671765,0.55561423,1.3928539
145,0.41671765,0.54512066,1.3686022
146,0.41671765,0.55838853,1.4033996
147,0.41671765,0.56529486,1.3970706
148,0.41671765,0.55610406,1.3710724
149,0.41671765,0.55212533,1.4342057
150,0.41671765,0.5680445,1.396986
151,0.41671765,0.56007075,1.2809831
152,0.41537434,0.5511792,1.2952822
153,0.41537434,0.55729395,1.3998221
154,0.41537434,0.5641757,1.2069734
155,0.41537434,0.565593,1.2836429
156,0.41537434,0.5552121,1.056571
157,0.41537434,0.55605364,1.3501865
158,0.41408,0.5493582,1.1309137
159,0.41408,0.56286246,1.31101
160,0.41408,0.56260955,1.240556
161,0.41277793,0.5543749,1.3807542
162,0.41277793,0.5533794,1.4752904
163,0.41537434,0.5618624,1.404785
164,0.4095244,0.5616324,1.2926539
165,0.4122037,0.5653007,1.727415
166,0.4122037,0.5636287,1.2764434
167,0.4153547,0.5607489,1.1396078
168,0.4122037,0.5678979,1.3702462
169,0.41537434,0.56482404,1.240226
170,0.41537434,0.5644758,1.4077743
171,0.41537434,0.5629321,1.3686022
172,0.41537434,0.559647,1.3252679
173,0.41537434,0.5623521,1.2322131
174,0.41537434,0.56224656,1.3523059
175,0.41537434,0.56751066,1.3686022
176,0.41537434,0.5580023,1.2117261
177,0.41537434,0.55574244,1.3673614
178,0.41537434,0.55322427,1.3775442
179,0.41504052,0.54845506,1.1635413
180,0.4153194,0.5612836,1.2787228
181,0.41537434,0.56074566,1.1758537
182,0.41280082,0.55900776,1.2796036
183,0.41280082,0.5563753,1.1472838
184,0.41204023,0.56706166,1.2321631
185,0.41280082,0.5561808,1.2117261
186,0.41280082,0.5621997,1.1371764
187,0.41280082,0.5586422,1.1851488
188,0.41280082,0.5627185,1.3110136
189,0.40712142,0.5606071,1.139992
190,0.40712142,0.5676205,1.1664172
191,0.40712142,0.55544597,1.31101
192,0.40712142,0.5553202,1.2117261
193,0.40682587,0.56827533,1.3623962
194,0.40682587,0.55502534,1.2327812
195,0.40682587,0.55329263,1.2885206
196,0.40712142,0.5602339,1.3027589
197,0.40712142,0.5603947,1.2750999
198,0.40712142,0.55733645,1.3357068
199,0.40712142,0.5536991,1.3021277
200,0.40712142,0.5651311,1.3103215
201,0.40712142,0.5577461,1.6391622
202,0.40712142,0.55266804,1.3471951
203,0.40712142,0.54831266,1.2331331
204,0.40712142,0.5494763,1.2803702
205,0.40712142,0.55309856,1.3817401
206,0.41537434,0.55813444,1.2989604
207,0.41537434,0.55455613,1.404785
208,0.41537434,0.5620667,1.1928644
209,0.41537434,0.5559198,1.404785
210,0.41537434,0.55645776,1.2101092
211,0.41537434,0.5600399,1.2536935
212,0.41379306,0.5545318,1.404785
213,0.41379306,0.5550634,1.1678674
214,0.41379306,0.5487033,1.5032127
215,0.41379306,0.54889166,1.2968469
216,0.41379306,0.5496042,1.2656939
217,0.41379306,0.54354835,1.2963891
218,0.41379306,0.5392175,1.1877586
219,0.41379306,0.55092067,1.1685772
220,0.41379306,0.5471817,1.2298539
221,0.41379306,0.5466734,1.1945204
222,0.41379306,0.5455854,1.2798232
223,0.41379306,0.55493486,1.511806
224,0.40987694,0.5579654,1.3341106
225,0.41267493,0.5528506,1.6610593
226,0.41379306,0.5506996,1.0888249
227,0.40986177,0.551427,1.3506026
228,0.4059772,0.54956055,1.0823219
229,0.4059772,0.5455893,1.1234405
230,0.4059772,0.5503062,1.1537353
231,0.40986177,0.55442417,1.1888709
232,0.40986177,0.5561823,1.2861925
233,0.40986177,0.5524395,1.329795
234,0.40986177,0.55320793,1.1604989
235,0.40986177,0.5559786,1.313893
236,0.41279715,0.5627772,1.2581937
237,0.4108883,0.5532531,1.2808875
238,0.41326186,0.55380416,1.2117261
239,0.41326186,0.551882,1.4032053
240,0.41326186,0.5616809,1.3686177
241,0.41326186,0.55608916,1.2034742
242,0.41326186,0.556026,1.3166056
243,0.41326186,0.55241793,1.3591601
244,0.41326186,0.5567273,1.2787228
245,0.41114596,0.5673599,1.2342887
246,0.41279715,0.5468186,1.4470427
247,0.41279715,0.56249243,1.4045981
248,0.41279715,0.5550355,1.404785
249,0.4037465,0.54776895,1.2839338
250,0.4037465,0.5451458,1.3105708
251,0.4037465,0.55020785,1.192273
252,0.4037465,0.5507631,1.3339474
253,0.4037465,0.558511,1.1504775
254,0.4037465,0.5538762,1.1393586
255,0.4037465,0.5552002,1.404785
256,0.4037465,0.55475026,1.2673944
257,0.4037465,0.5581538,1.2595338
258,0.4037465,0.5550332,1.2750999
259,0.4037465,0.5578507,1.2462169
260,0.4037465,0.552484,1.3471951
261,0.4037465,0.56167364,1.4920003
262,0.4037465,0.5529584,1.31101
263,0.4037465,0.5578816,1.346734
264,0.4037465,0.56289715,1.2277527
265,0.4037465,0.5544518,1.2924331
266,0.40266532,0.5486427,1.2875118
267,0.40266532,0.5574942,1.2306979
268,0.40275016,0.54975355,1.2719073
269,0.40275016,0.55517155,1.3679944
270,0.40275016,0.5539788,1.2328732
271,0.40275016,0.5530063,1.3601079
272,0.40275016,0.5530525,1.2436491
273,0.40275016,0.5567017,1.1312531
274,0.40275016,0.56136847,1.3883206
275,0.40275016,0.5570936,1.2712932
276,0.40275016,0.55924296,1.4373996
277,0.40275016,0.557705,1.3471951
278,0.40275016,0.5617457,1.3218703
279,0.40275016,0.5642386,1.4221425
280,0.40275016,0.551277,1.2461755
281,0.40275016,0.55734915,1.2117261
282,0.40275016,0.5530885,1.2174395
283,0.40275016,0.56242794,1.2427863
284,0.4037465,0.55593127,1.3577664
285,0.4037465,0.55326426,1.478743
286,0.40205923,0.5484626,1.2181653
287,0.40205923,0.5423283,1.3996614
288,0.40205923,0.54539156,1.4708368
289,0.40205923,0.55786544,1.3822842
290,0.40205923,0.5521195,1.3669107
291,0.40275016,0.5412379,1.0947835
292,0.40275016,0.5447094,1.3032417
293,0.40275016,0.54683864,1.2757953
294,0.40275016,0.5519411,1.3471951
295,0.40275016,0.54563767,1.2376374
296,0.40275016,0.5466542,1.3340268
297,0.40275016,0.5531102,1.2303001
298,0.40275016,0.5430604,1.2564809
299,0.40275016,0.55094045,1.2745199
300,0.40275016,0.5473054,1.247354
301,0.40275016,0.54596466,1.1800721
302,0.40275016,0.54970497,1.1541522
303,0.4037465,0.5554647,1.1910093
304,0.4037465,0.56032044,1.2560307
305,0.4037465,0.56328976,1.3686022
306,0.4037465,0.56203705,1.3669107
307,0.4037465,0.55537045,1.31101
308,0.4037465,0.5573786,1.2787228
309,0.4037465,0.5541502,1.2117261
310,0.4037465,0.5513,1.3931574
311,0.40233138,0.5506898,1.2974027
312,0.40233138,0.54425704,1.3099287
313,0.40233138,0.55638134,1.3931574
314,0.4037465,0.5539447,1.2290694
315,0.4037465,0.5605212,1.3883206
316,0.4037465,0.55250627,1.315785
317,0.4037465,0.54604673,1.3166916
318,0.4037465,0.55708385,1.3471951
319,0.4037465,0.5422439,1.1330562
320,0.4037465,0.55203044,1.214819
321,0.4037465,0.5519583,1.4548699
322,0.4037465,0.54717857,1.403663
323,0.4037465,0.55206746,1.0908984
324,0.4037465,0.5558328,1.2436491
325,0.4037465,0.5568059,1.3047421
326,0.4037465,0.5508908,1.1147873
327,0.4037465,0.5445038,1.2462714
328,0.4037465,0.54644126,1.1877586
329,0.4037465,0.552748,1.257316
330,0.40275016,0.55566853,1.3655884
331,0.40293378,0.5494909,1.2051259
332,0.40293378,0.55585307,1.3707831
333,0.40293378,0.5603652,1.3931574
334,0.40293378,0.5535629,1.2750999
335,0.40293378,0.54632753,1.1905098
336,0.40195858,0.55741304,1.422352
337,0.4037465,0.5566469,1.3931574
338,0.4037465,0.5594476,1.3471951
339,0.40204948,0.556355,1.2560229
340,0.4037465,0.551767,1.2993832
341,0.4037465,0.5586834,1.3194706
342,0.4037465,0.5576386,1.1930063
343,0.4037465,0.56121886,1.2670723
344,0.40201548,0.5553336,1.3511403
